gene_cell_id,gene_id,legend,label,origin,value,category,unit
6357,102,Lymphoid,MOLT-4,"Peripheral blood","  0.5","Cancer cell line",TPM
6358,102,Lymphoid,REH,"Peripheral blood","  0.5","Cancer cell line",TPM
6359,102,Lymphoid,RPMI-8226,"Peripheral blood"," 23.5","Cancer cell line",TPM
6360,102,Lymphoid,U-266/70,"Peripheral blood"," 55.7","Cancer cell line",TPM
6361,102,Lymphoid,U-266/84,"Peripheral blood"," 62.0","Cancer cell line",TPM
6362,102,Lymphoid,U-698,Tonsil,"  7.0","Cancer cell line",TPM
6363,102,Lung,A549,Lung,"  8.9","Cancer cell line",TPM
6364,102,Lung,HBEC3-KT,"Central lung bronchiole"," 15.8","Telomerase immortalized cell line",TPM
6365,102,Lung,SCLC-21H,"Pleural effusion","  2.8","Cancer cell line",TPM
6366,102,Abdominal,CACO-2,Colon,"  6.1","Cancer cell line",TPM
6367,102,Abdominal,CAPAN-2,Pancreas,"  6.5","Cancer cell line",TPM
6368,102,Abdominal,"Hep G2",Liver," 29.1","Cancer cell line",TPM
6369,102,"Breast, female reproductive system",AN3-CA,"Lymph node "," 11.7","Cancer cell line",TPM
6370,102,"Breast, female reproductive system",EFO-21,Ascites," 14.4","Cancer cell line",TPM
6371,102,"Breast, female reproductive system",HeLa,Cervix,"  2.2","Cancer cell line",TPM
6372,102,"Breast, female reproductive system",hTERT-HME1,"Mammary gland"," 55.8","Telomerase immortalized cell line",TPM
6373,102,"Breast, female reproductive system",MCF7,"Pleural effusion"," 22.6","Cancer cell line",TPM
6374,102,"Breast, female reproductive system",SiHa,Cervix,"  8.3","Cancer cell line",TPM
6375,102,"Breast, female reproductive system",SK-BR-3,"Pleural effusion"," 78.8","Cancer cell line",TPM
6376,102,"Breast, female reproductive system",T-47d,NA," 51.3","Cancer cell line",TPM
6377,102,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney","  3.8","Transformed cell line",TPM
6378,102,"Renal, urinary, male reproductive system",NTERA-2,,"  1.7","Cancer cell line",TPM
6379,102,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 13.3","Cancer cell line",TPM
6380,102,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex"," 15.7","Telomerase immortalized cell line",TPM
6381,102,"Renal, urinary, male reproductive system",RT4,"Urinary bladder"," 13.5","Cancer cell line",TPM
6382,102,Sarcoma,"ASC diff","Adipose tissue",153.5,Uncategorised,TPM
6383,102,Sarcoma,"ASC TERT1","Adipose tissue",118.8,"Telomerase immortalized cell line",TPM
6384,102,Sarcoma,LHCN-M2,NA," 34.3","Telomerase immortalized cell line",TPM
6385,102,Sarcoma,RH-30,"Bone marrow "," 28.4","Cancer cell line",TPM
6386,102,Sarcoma,"U-2 OS",Bone," 10.1","Cancer cell line",TPM
6387,102,Sarcoma,U-2197,Subcutis," 28.5","Cancer cell line",TPM
6388,102,Fibroblast,BJ,Foreskin," 28.9","Finite cell line",TPM
6389,102,Fibroblast,"BJ hTERT+",Foreskin,131.7,"Telomerase immortalized cell line",TPM
6390,102,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin," 12.5",Uncategorised,TPM
6391,102,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin," 42.0",Uncategorised,TPM
6392,102,Fibroblast,fHDF/TERT166,Foreskin," 57.2","Telomerase immortalized cell line",TPM
6393,102,Fibroblast,"HBF TERT88",Brain," 23.2","Telomerase immortalized cell line",TPM
6394,102,Endothelial,hTEC/SVTERT24-B,Thyroid," 53.6","Transformed cell line",TPM
6395,102,Endothelial,"HUVEC TERT2","Umbilical vein"," 51.0","Telomerase immortalized cell line",TPM
6396,102,Endothelial,TIME,Skin," 48.0","Telomerase immortalized cell line",TPM
6397,102,Miscellaneous,BEWO,Brain," 44.8","Cancer cell line",TPM
6398,102,Miscellaneous,HHSteC,Liver,180.5,Uncategorised,TPM
6399,102,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles",130.7,Uncategorised,TPM
6400,102,Miscellaneous,hTCEpi,Cornea," 28.6","Telomerase immortalized cell line",TPM
6401,103,Brain,AF22,Skin,39.8,Uncategorised,TPM
6402,103,Brain,SH-SY5Y,"Bone marrow",79.9,"Cancer cell line",TPM
6403,103,Brain,"U-138 MG",Brain,38.2,"Cancer cell line",TPM
6404,103,Brain,"U-251 MG",Brain,36.6,"Cancer cell line",TPM
6405,103,Brain,"U-87 MG",Brain,62.0,"Cancer cell line",TPM
6406,103,Skin,A-431,Skin,58.6,"Cancer cell line",TPM
6407,103,Skin,HaCaT,Skin,42.5,"Spontaneously immortalized cell line",TPM
6408,103,Skin,SK-MEL-30,Subcutis,39.9,"Cancer cell line",TPM
6409,103,Skin,WM-115,Skin,57.8,"Cancer cell line",TPM
6410,103,Myeloid,HAP1,Leukemia,42.5,"Cancer cell line",TPM
6411,103,Myeloid,HEL,"Peripheral blood",29.3,"Cancer cell line",TPM
6412,103,Myeloid,HL-60,"Peripheral blood",41.1,"Cancer cell line",TPM
6413,103,Myeloid,HMC-1,"Peripheral blood",30.2,"Cancer cell line",TPM
6414,103,Myeloid,K-562,"Pleural effusion",83.9,"Cancer cell line",TPM
6415,103,Myeloid,NB-4,"Bone marrow",56.3,"Cancer cell line",TPM
6416,103,Myeloid,THP-1,"Peripheral blood",65.4,"Cancer cell line",TPM
6417,103,Myeloid,U-937,"Pleural effusion",46.2,"Cancer cell line",TPM
6418,103,Lymphoid,Daudi,"Orbital biopsy",34.1,"Cancer cell line",TPM
6419,103,Lymphoid,HDLM-2,"Pleural effusion",23.0,"Cancer cell line",TPM
6420,103,Lymphoid,Karpas-707,"Bone marrow and peripheral blood",30.1,"Cancer cell line",TPM
6421,103,Lymphoid,MOLT-4,"Peripheral blood",31.6,"Cancer cell line",TPM
6422,103,Lymphoid,REH,"Peripheral blood",58.5,"Cancer cell line",TPM
6423,103,Lymphoid,RPMI-8226,"Peripheral blood",54.7,"Cancer cell line",TPM
6424,103,Lymphoid,U-266/70,"Peripheral blood",57.1,"Cancer cell line",TPM
6425,103,Lymphoid,U-266/84,"Peripheral blood",52.2,"Cancer cell line",TPM
6426,103,Lymphoid,U-698,Tonsil,37.3,"Cancer cell line",TPM
6427,103,Lung,A549,Lung,37.9,"Cancer cell line",TPM
6428,103,Lung,HBEC3-KT,"Central lung bronchiole",34.2,"Telomerase immortalized cell line",TPM
6429,103,Lung,SCLC-21H,"Pleural effusion",59.1,"Cancer cell line",TPM
6430,103,Abdominal,CACO-2,Colon,33.9,"Cancer cell line",TPM
6431,103,Abdominal,CAPAN-2,Pancreas,53.4,"Cancer cell line",TPM
6432,103,Abdominal,"Hep G2",Liver,31.1,"Cancer cell line",TPM
6433,103,"Breast, female reproductive system",AN3-CA,"Lymph node ",64.1,"Cancer cell line",TPM
6434,103,"Breast, female reproductive system",EFO-21,Ascites,41.3,"Cancer cell line",TPM
6435,103,"Breast, female reproductive system",HeLa,Cervix,28.3,"Cancer cell line",TPM
6436,103,"Breast, female reproductive system",hTERT-HME1,"Mammary gland",29.4,"Telomerase immortalized cell line",TPM
6437,103,"Breast, female reproductive system",MCF7,"Pleural effusion",53.2,"Cancer cell line",TPM
6438,103,"Breast, female reproductive system",SiHa,Cervix,45.4,"Cancer cell line",TPM
6439,103,"Breast, female reproductive system",SK-BR-3,"Pleural effusion",54.5,"Cancer cell line",TPM
6440,103,"Breast, female reproductive system",T-47d,NA,42.0,"Cancer cell line",TPM
6441,103,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney",58.5,"Transformed cell line",TPM
6442,103,"Renal, urinary, male reproductive system",NTERA-2,,84.0,"Cancer cell line",TPM
6443,103,"Renal, urinary, male reproductive system",PC-3,"Bone marrow",56.7,"Cancer cell line",TPM
6444,103,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex",30.6,"Telomerase immortalized cell line",TPM
6445,103,"Renal, urinary, male reproductive system",RT4,"Urinary bladder",25.6,"Cancer cell line",TPM
6446,103,Sarcoma,"ASC diff","Adipose tissue",41.6,Uncategorised,TPM
6447,103,Sarcoma,"ASC TERT1","Adipose tissue",44.3,"Telomerase immortalized cell line",TPM
6448,103,Sarcoma,LHCN-M2,NA,46.7,"Telomerase immortalized cell line",TPM
6449,103,Sarcoma,RH-30,"Bone marrow ",55.8,"Cancer cell line",TPM
6450,103,Sarcoma,"U-2 OS",Bone,85.2,"Cancer cell line",TPM
6451,103,Sarcoma,U-2197,Subcutis,60.9,"Cancer cell line",TPM
6452,103,Fibroblast,BJ,Foreskin,49.5,"Finite cell line",TPM
6453,103,Fibroblast,"BJ hTERT+",Foreskin,54.3,"Telomerase immortalized cell line",TPM
6454,103,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin,56.9,Uncategorised,TPM
6455,103,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin,62.6,Uncategorised,TPM
6456,103,Fibroblast,fHDF/TERT166,Foreskin,57.2,"Telomerase immortalized cell line",TPM
6457,103,Fibroblast,"HBF TERT88",Brain,45.9,"Telomerase immortalized cell line",TPM
6458,103,Endothelial,hTEC/SVTERT24-B,Thyroid,69.7,"Transformed cell line",TPM
6459,103,Endothelial,"HUVEC TERT2","Umbilical vein",71.9,"Telomerase immortalized cell line",TPM
6460,103,Endothelial,TIME,Skin,56.3,"Telomerase immortalized cell line",TPM
6461,103,Miscellaneous,BEWO,Brain,59.7,"Cancer cell line",TPM
6462,103,Miscellaneous,HHSteC,Liver,50.3,Uncategorised,TPM
6463,103,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles",48.7,Uncategorised,TPM
6464,103,Miscellaneous,hTCEpi,Cornea,40.6,"Telomerase immortalized cell line",TPM
6465,104,Brain,AF22,Skin,10.3,Uncategorised,TPM
6466,104,Brain,SH-SY5Y,"Bone marrow",10.2,"Cancer cell line",TPM
6467,104,Brain,"U-138 MG",Brain,22.4,"Cancer cell line",TPM
6468,104,Brain,"U-251 MG",Brain," 3.1","Cancer cell line",TPM
6469,104,Brain,"U-87 MG",Brain,12.3,"Cancer cell line",TPM
6470,104,Skin,A-431,Skin," 6.9","Cancer cell line",TPM
6471,104,Skin,HaCaT,Skin," 4.9","Spontaneously immortalized cell line",TPM
6472,104,Skin,SK-MEL-30,Subcutis," 9.4","Cancer cell line",TPM
6473,104,Skin,WM-115,Skin,10.5,"Cancer cell line",TPM
6474,104,Myeloid,HAP1,Leukemia," 7.7","Cancer cell line",TPM
6475,104,Myeloid,HEL,"Peripheral blood"," 4.6","Cancer cell line",TPM
6476,104,Myeloid,HL-60,"Peripheral blood"," 1.4","Cancer cell line",TPM
6477,104,Myeloid,HMC-1,"Peripheral blood",16.6,"Cancer cell line",TPM
6478,104,Myeloid,K-562,"Pleural effusion"," 4.3","Cancer cell line",TPM
6479,104,Myeloid,NB-4,"Bone marrow"," 3.6","Cancer cell line",TPM
6480,104,Myeloid,THP-1,"Peripheral blood"," 4.8","Cancer cell line",TPM
6481,104,Myeloid,U-937,"Pleural effusion"," 3.1","Cancer cell line",TPM
6482,104,Lymphoid,Daudi,"Orbital biopsy"," 2.8","Cancer cell line",TPM
6483,104,Lymphoid,HDLM-2,"Pleural effusion",14.5,"Cancer cell line",TPM
6484,104,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 7.7","Cancer cell line",TPM
6485,104,Lymphoid,MOLT-4,"Peripheral blood"," 6.5","Cancer cell line",TPM
6486,104,Lymphoid,REH,"Peripheral blood",10.0,"Cancer cell line",TPM
6487,104,Lymphoid,RPMI-8226,"Peripheral blood"," 3.5","Cancer cell line",TPM
6488,104,Lymphoid,U-266/70,"Peripheral blood",11.6,"Cancer cell line",TPM
6489,104,Lymphoid,U-266/84,"Peripheral blood",11.0,"Cancer cell line",TPM
6490,104,Lymphoid,U-698,Tonsil," 3.9","Cancer cell line",TPM
6491,104,Lung,A549,Lung,10.1,"Cancer cell line",TPM
6492,104,Lung,HBEC3-KT,"Central lung bronchiole"," 5.1","Telomerase immortalized cell line",TPM
6493,104,Lung,SCLC-21H,"Pleural effusion"," 6.5","Cancer cell line",TPM
6494,104,Abdominal,CACO-2,Colon," 6.4","Cancer cell line",TPM
6495,104,Abdominal,CAPAN-2,Pancreas," 6.0","Cancer cell line",TPM
6496,104,Abdominal,"Hep G2",Liver," 3.8","Cancer cell line",TPM
6497,104,"Breast, female reproductive system",AN3-CA,"Lymph node "," 9.5","Cancer cell line",TPM
6498,104,"Breast, female reproductive system",EFO-21,Ascites," 7.9","Cancer cell line",TPM
6499,104,"Breast, female reproductive system",HeLa,Cervix," 3.4","Cancer cell line",TPM
6500,104,"Breast, female reproductive system",hTERT-HME1,"Mammary gland"," 7.9","Telomerase immortalized cell line",TPM
6501,104,"Breast, female reproductive system",MCF7,"Pleural effusion"," 7.2","Cancer cell line",TPM
6502,104,"Breast, female reproductive system",SiHa,Cervix,10.9,"Cancer cell line",TPM
6503,104,"Breast, female reproductive system",SK-BR-3,"Pleural effusion"," 7.8","Cancer cell line",TPM
6504,104,"Breast, female reproductive system",T-47d,NA,13.3,"Cancer cell line",TPM
6505,104,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney"," 3.8","Transformed cell line",TPM
6506,104,"Renal, urinary, male reproductive system",NTERA-2,," 4.9","Cancer cell line",TPM
6507,104,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 9.4","Cancer cell line",TPM
6508,104,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex"," 8.5","Telomerase immortalized cell line",TPM
6509,104,"Renal, urinary, male reproductive system",RT4,"Urinary bladder"," 6.6","Cancer cell line",TPM
6510,104,Sarcoma,"ASC diff","Adipose tissue",18.6,Uncategorised,TPM
6511,104,Sarcoma,"ASC TERT1","Adipose tissue",12.9,"Telomerase immortalized cell line",TPM
6512,104,Sarcoma,LHCN-M2,NA,13.6,"Telomerase immortalized cell line",TPM
6513,104,Sarcoma,RH-30,"Bone marrow "," 6.8","Cancer cell line",TPM
6514,104,Sarcoma,"U-2 OS",Bone," 9.5","Cancer cell line",TPM
6515,104,Sarcoma,U-2197,Subcutis," 5.8","Cancer cell line",TPM
6516,104,Fibroblast,BJ,Foreskin," 9.6","Finite cell line",TPM
6517,104,Fibroblast,"BJ hTERT+",Foreskin,14.5,"Telomerase immortalized cell line",TPM
6518,104,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin,11.5,Uncategorised,TPM
6519,104,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin,18.6,Uncategorised,TPM
6520,104,Fibroblast,fHDF/TERT166,Foreskin,11.5,"Telomerase immortalized cell line",TPM
6521,104,Fibroblast,"HBF TERT88",Brain,12.3,"Telomerase immortalized cell line",TPM
6522,104,Endothelial,hTEC/SVTERT24-B,Thyroid,11.9,"Transformed cell line",TPM
6523,104,Endothelial,"HUVEC TERT2","Umbilical vein",16.3,"Telomerase immortalized cell line",TPM
6524,104,Endothelial,TIME,Skin,17.6,"Telomerase immortalized cell line",TPM
6525,104,Miscellaneous,BEWO,Brain," 6.8","Cancer cell line",TPM
6526,104,Miscellaneous,HHSteC,Liver,19.1,Uncategorised,TPM
6527,104,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles",17.4,Uncategorised,TPM
6528,104,Miscellaneous,hTCEpi,Cornea,13.3,"Telomerase immortalized cell line",TPM
6529,105,Brain,AF22,Skin," 6.8",Uncategorised,TPM
6530,105,Brain,SH-SY5Y,"Bone marrow"," 6.5","Cancer cell line",TPM
6531,105,Brain,"U-138 MG",Brain," 4.6","Cancer cell line",TPM
6532,105,Brain,"U-251 MG",Brain," 2.7","Cancer cell line",TPM
6533,105,Brain,"U-87 MG",Brain," 1.5","Cancer cell line",TPM
6534,105,Skin,A-431,Skin," 2.6","Cancer cell line",TPM
6535,105,Skin,HaCaT,Skin," 3.6","Spontaneously immortalized cell line",TPM
6536,105,Skin,SK-MEL-30,Subcutis," 3.3","Cancer cell line",TPM
6537,105,Skin,WM-115,Skin," 3.1","Cancer cell line",TPM
6538,105,Myeloid,HAP1,Leukemia," 7.8","Cancer cell line",TPM
6539,105,Myeloid,HEL,"Peripheral blood"," 5.5","Cancer cell line",TPM
6540,105,Myeloid,HL-60,"Peripheral blood"," 4.8","Cancer cell line",TPM
6541,105,Myeloid,HMC-1,"Peripheral blood"," 1.7","Cancer cell line",TPM
6542,105,Myeloid,K-562,"Pleural effusion",14.0,"Cancer cell line",TPM
6543,105,Myeloid,NB-4,"Bone marrow"," 3.7","Cancer cell line",TPM
6544,105,Myeloid,THP-1,"Peripheral blood"," 4.1","Cancer cell line",TPM
6545,105,Myeloid,U-937,"Pleural effusion"," 6.2","Cancer cell line",TPM
6546,105,Lymphoid,Daudi,"Orbital biopsy"," 3.3","Cancer cell line",TPM
6547,105,Lymphoid,HDLM-2,"Pleural effusion"," 4.0","Cancer cell line",TPM
6548,105,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 2.1","Cancer cell line",TPM
6549,105,Lymphoid,MOLT-4,"Peripheral blood"," 2.5","Cancer cell line",TPM
6550,105,Lymphoid,REH,"Peripheral blood"," 7.9","Cancer cell line",TPM
6551,105,Lymphoid,RPMI-8226,"Peripheral blood"," 4.6","Cancer cell line",TPM
6552,105,Lymphoid,U-266/70,"Peripheral blood"," 2.9","Cancer cell line",TPM
6553,105,Lymphoid,U-266/84,"Peripheral blood"," 4.3","Cancer cell line",TPM
6554,105,Lymphoid,U-698,Tonsil," 2.9","Cancer cell line",TPM
6555,105,Lung,A549,Lung," 1.6","Cancer cell line",TPM
6556,105,Lung,HBEC3-KT,"Central lung bronchiole"," 2.4","Telomerase immortalized cell line",TPM
6557,105,Lung,SCLC-21H,"Pleural effusion"," 6.4","Cancer cell line",TPM
6558,105,Abdominal,CACO-2,Colon," 2.0","Cancer cell line",TPM
6559,105,Abdominal,CAPAN-2,Pancreas," 1.5","Cancer cell line",TPM
6560,105,Abdominal,"Hep G2",Liver," 2.6","Cancer cell line",TPM
6561,105,"Breast, female reproductive system",AN3-CA,"Lymph node ",11.5,"Cancer cell line",TPM
6562,105,"Breast, female reproductive system",EFO-21,Ascites," 5.7","Cancer cell line",TPM
6563,105,"Breast, female reproductive system",HeLa,Cervix," 3.0","Cancer cell line",TPM
6564,105,"Breast, female reproductive system",hTERT-HME1,"Mammary gland"," 3.1","Telomerase immortalized cell line",TPM
6565,105,"Breast, female reproductive system",MCF7,"Pleural effusion"," 0.7","Cancer cell line",TPM
6566,105,"Breast, female reproductive system",SiHa,Cervix," 4.9","Cancer cell line",TPM
6567,105,"Breast, female reproductive system",SK-BR-3,"Pleural effusion"," 1.8","Cancer cell line",TPM
6568,105,"Breast, female reproductive system",T-47d,NA," 3.3","Cancer cell line",TPM
6569,105,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney"," 2.8","Transformed cell line",TPM
6570,105,"Renal, urinary, male reproductive system",NTERA-2,," 3.1","Cancer cell line",TPM
6571,105,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 1.7","Cancer cell line",TPM
6572,105,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex"," 3.5","Telomerase immortalized cell line",TPM
6573,105,"Renal, urinary, male reproductive system",RT4,"Urinary bladder"," 1.7","Cancer cell line",TPM
6574,105,Sarcoma,"ASC diff","Adipose tissue"," 4.2",Uncategorised,TPM
6575,105,Sarcoma,"ASC TERT1","Adipose tissue"," 3.0","Telomerase immortalized cell line",TPM
6576,105,Sarcoma,LHCN-M2,NA," 4.4","Telomerase immortalized cell line",TPM
6577,105,Sarcoma,RH-30,"Bone marrow "," 5.2","Cancer cell line",TPM
6578,105,Sarcoma,"U-2 OS",Bone," 3.1","Cancer cell line",TPM
6579,105,Sarcoma,U-2197,Subcutis," 2.8","Cancer cell line",TPM
6580,105,Fibroblast,BJ,Foreskin," 2.2","Finite cell line",TPM
6581,105,Fibroblast,"BJ hTERT+",Foreskin," 2.3","Telomerase immortalized cell line",TPM
6582,105,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin," 4.1",Uncategorised,TPM
6583,105,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin," 5.6",Uncategorised,TPM
6584,105,Fibroblast,fHDF/TERT166,Foreskin," 2.2","Telomerase immortalized cell line",TPM
6585,105,Fibroblast,"HBF TERT88",Brain," 4.2","Telomerase immortalized cell line",TPM
6586,105,Endothelial,hTEC/SVTERT24-B,Thyroid," 4.8","Transformed cell line",TPM
6587,105,Endothelial,"HUVEC TERT2","Umbilical vein"," 5.9","Telomerase immortalized cell line",TPM
6588,105,Endothelial,TIME,Skin," 3.4","Telomerase immortalized cell line",TPM
6589,105,Miscellaneous,BEWO,Brain," 2.4","Cancer cell line",TPM
6590,105,Miscellaneous,HHSteC,Liver," 3.6",Uncategorised,TPM
6591,105,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles"," 2.8",Uncategorised,TPM
6592,105,Miscellaneous,hTCEpi,Cornea," 2.2","Telomerase immortalized cell line",TPM
6593,106,Brain,AF22,Skin," 518.6",Uncategorised,TPM
6594,106,Brain,SH-SY5Y,"Bone marrow"," 412.3","Cancer cell line",TPM
6595,106,Brain,"U-138 MG",Brain," 826.4","Cancer cell line",TPM
6596,106,Brain,"U-251 MG",Brain," 303.1","Cancer cell line",TPM
6597,106,Brain,"U-87 MG",Brain," 667.4","Cancer cell line",TPM
6598,106,Skin,A-431,Skin," 337.7","Cancer cell line",TPM
6599,106,Skin,HaCaT,Skin," 227.7","Spontaneously immortalized cell line",TPM
6600,106,Skin,SK-MEL-30,Subcutis," 301.5","Cancer cell line",TPM
6601,106,Skin,WM-115,Skin," 813.1","Cancer cell line",TPM
6602,106,Myeloid,HAP1,Leukemia," 333.4","Cancer cell line",TPM
6603,106,Myeloid,HEL,"Peripheral blood","   0.7","Cancer cell line",TPM
6604,106,Myeloid,HL-60,"Peripheral blood"," 292.2","Cancer cell line",TPM
6605,106,Myeloid,HMC-1,"Peripheral blood","  16.7","Cancer cell line",TPM
6606,106,Myeloid,K-562,"Pleural effusion","   0.7","Cancer cell line",TPM
6607,106,Myeloid,NB-4,"Bone marrow","   2.5","Cancer cell line",TPM
6608,106,Myeloid,THP-1,"Peripheral blood"," 266.1","Cancer cell line",TPM
6609,106,Myeloid,U-937,"Pleural effusion","   1.2","Cancer cell line",TPM
6610,106,Lymphoid,Daudi,"Orbital biopsy","   0.7","Cancer cell line",TPM
6611,106,Lymphoid,HDLM-2,"Pleural effusion","  13.6","Cancer cell line",TPM
6612,106,Lymphoid,Karpas-707,"Bone marrow and peripheral blood","  27.9","Cancer cell line",TPM
6613,106,Lymphoid,MOLT-4,"Peripheral blood","   5.1","Cancer cell line",TPM
6614,106,Lymphoid,REH,"Peripheral blood"," 219.1","Cancer cell line",TPM
6615,106,Lymphoid,RPMI-8226,"Peripheral blood"," 222.8","Cancer cell line",TPM
6616,106,Lymphoid,U-266/70,"Peripheral blood"," 177.0","Cancer cell line",TPM
6617,106,Lymphoid,U-266/84,"Peripheral blood","   2.1","Cancer cell line",TPM
6618,106,Lymphoid,U-698,Tonsil,"   2.8","Cancer cell line",TPM
6619,106,Lung,A549,Lung," 441.8","Cancer cell line",TPM
6620,106,Lung,HBEC3-KT,"Central lung bronchiole"," 644.4","Telomerase immortalized cell line",TPM
6621,106,Lung,SCLC-21H,"Pleural effusion"," 313.5","Cancer cell line",TPM
6622,106,Abdominal,CACO-2,Colon," 233.8","Cancer cell line",TPM
6623,106,Abdominal,CAPAN-2,Pancreas," 809.8","Cancer cell line",TPM
6624,106,Abdominal,"Hep G2",Liver," 136.7","Cancer cell line",TPM
6625,106,"Breast, female reproductive system",AN3-CA,"Lymph node "," 408.3","Cancer cell line",TPM
6626,106,"Breast, female reproductive system",EFO-21,Ascites," 818.6","Cancer cell line",TPM
6627,106,"Breast, female reproductive system",HeLa,Cervix," 196.9","Cancer cell line",TPM
6628,106,"Breast, female reproductive system",hTERT-HME1,"Mammary gland"," 623.5","Telomerase immortalized cell line",TPM
6629,106,"Breast, female reproductive system",MCF7,"Pleural effusion"," 329.9","Cancer cell line",TPM
6630,106,"Breast, female reproductive system",SiHa,Cervix," 870.3","Cancer cell line",TPM
6631,106,"Breast, female reproductive system",SK-BR-3,"Pleural effusion"," 399.4","Cancer cell line",TPM
6632,106,"Breast, female reproductive system",T-47d,NA," 443.9","Cancer cell line",TPM
6633,106,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney"," 239.0","Transformed cell line",TPM
6634,106,"Renal, urinary, male reproductive system",NTERA-2,," 413.8","Cancer cell line",TPM
6635,106,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 400.7","Cancer cell line",TPM
6636,106,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex"," 974.6","Telomerase immortalized cell line",TPM
6637,106,"Renal, urinary, male reproductive system",RT4,"Urinary bladder"," 212.9","Cancer cell line",TPM
6638,106,Sarcoma,"ASC diff","Adipose tissue"," 479.7",Uncategorised,TPM
6639,106,Sarcoma,"ASC TERT1","Adipose tissue"," 603.0","Telomerase immortalized cell line",TPM
6640,106,Sarcoma,LHCN-M2,NA," 503.6","Telomerase immortalized cell line",TPM
6641,106,Sarcoma,RH-30,"Bone marrow "," 489.2","Cancer cell line",TPM
6642,106,Sarcoma,"U-2 OS",Bone," 371.1","Cancer cell line",TPM
6643,106,Sarcoma,U-2197,Subcutis," 287.6","Cancer cell line",TPM
6644,106,Fibroblast,BJ,Foreskin," 646.5","Finite cell line",TPM
6645,106,Fibroblast,"BJ hTERT+",Foreskin," 823.0","Telomerase immortalized cell line",TPM
6646,106,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin," 353.2",Uncategorised,TPM
6647,106,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin," 432.1",Uncategorised,TPM
6648,106,Fibroblast,fHDF/TERT166,Foreskin," 467.7","Telomerase immortalized cell line",TPM
6649,106,Fibroblast,"HBF TERT88",Brain," 308.5","Telomerase immortalized cell line",TPM
6650,106,Endothelial,hTEC/SVTERT24-B,Thyroid," 447.0","Transformed cell line",TPM
6651,106,Endothelial,"HUVEC TERT2","Umbilical vein",1438.5,"Telomerase immortalized cell line",TPM
6652,106,Endothelial,TIME,Skin,1517.3,"Telomerase immortalized cell line",TPM
6653,106,Miscellaneous,BEWO,Brain," 545.4","Cancer cell line",TPM
6654,106,Miscellaneous,HHSteC,Liver," 571.5",Uncategorised,TPM
6655,106,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles"," 567.8",Uncategorised,TPM
6656,106,Miscellaneous,hTCEpi,Cornea," 702.8","Telomerase immortalized cell line",TPM
6657,107,Brain,AF22,Skin," 73.1",Uncategorised,TPM
6658,107,Brain,SH-SY5Y,"Bone marrow"," 52.4","Cancer cell line",TPM
6659,107,Brain,"U-138 MG",Brain,157.6,"Cancer cell line",TPM
6660,107,Brain,"U-251 MG",Brain," 50.0","Cancer cell line",TPM
6661,107,Brain,"U-87 MG",Brain,129.0,"Cancer cell line",TPM
6662,107,Skin,A-431,Skin," 70.3","Cancer cell line",TPM
6663,107,Skin,HaCaT,Skin," 71.4","Spontaneously immortalized cell line",TPM
6664,107,Skin,SK-MEL-30,Subcutis," 84.8","Cancer cell line",TPM
6665,107,Skin,WM-115,Skin,126.0,"Cancer cell line",TPM
6666,107,Myeloid,HAP1,Leukemia,118.8,"Cancer cell line",TPM
6667,107,Myeloid,HEL,"Peripheral blood"," 51.6","Cancer cell line",TPM
6668,107,Myeloid,HL-60,"Peripheral blood"," 82.4","Cancer cell line",TPM
6669,107,Myeloid,HMC-1,"Peripheral blood"," 90.8","Cancer cell line",TPM
